word,synonym,description
"크롬북, Chromebook",,"구글의 운영 체제(OS)인 크롬(Chrome)과 노트북(Notebook)을 더한 말로, 크롬 OS를 채택한 휴대용 컴퓨터. 하드웨어는 노트북과 매우 비슷하지만, 클라우드 기반의 컴퓨터인 데다, 크롬 브라우저가 OS를 겸한다. 기존의 OS는 소프트웨어를 사용하려면 먼저 PC에 소프트웨어를 내려받아 설치해야 했지만, 크롬 OS는 웹 기반의 소프트웨어(이하 웹 앱)만을 사용하므로 이러한 설치 과정이 필요 없다. 앱을 통해 이용하던 각종 서비스는 웹 앱으로 이용한다."
"크롬이펙트, chromeffects",,웹 페이지의 멀티미디어 콘텐츠를 스크린에 다이나믹하게 출력해 주는 멀티미디어 엔진. 1998년 마이크로소프트가 발표한 것으로 웹 페이지에 하이퍼텍스트 마크업 언어(HTML)과 중첩하여 멀티미디어 콘텐츠를 보여주는 등 홍보나 광고에 많이 사용되고 있다. 사용자의 컴퓨터에 모듈 형태로 설치되었다가 웹 페이지가 다운로드되면서 함께 구동하기 때문에 다운로드 및 실행 속도가 빠르다.
"크루소, Crusoe",,트랜스미터(Transmeta)사가 만든 마이크로프로세스의 시리즈명. 주기판(mainboard)이 담당하는 메모리 콘트롤러와 PCI(peripheral component interconnect) 콘트롤러 기능을 내장하여 사용하는 부품 수를 대폭 줄인 특징을 가지고 있다. 이에 따라 가볍고 가격도 훨씬 저렴하다. 또한 중앙 처리 장치(CPU)에 콘트롤러가 내장됨으로서 두 장치 간에 발생했던 병목 현상이 사라져서 성능이 크게 강화되었다. 또 다른 특징으로 X86 계열이 아니면서도 X86 계열의 소프트웨어를 지원한다는 점이다. 코드 모핑(code morphing)이라는 기술을 사용하여 X86 계열의 명령어를 크루소용 명령어 VLIW(very long instruction word)로 변환하여 윈도우즈 같은 소프트가 동작할 수 있도록 하였다. VLIW는 크루소만의 명령어 집합(instruction set) 엔진으로 1클럭당 128비트의 명령어 4개를 처리할 수 있는 특징을 가지고 있다. 바이오스에 내장된 동명의 코드 모핑이라는 소프트웨어가 변환 역할을 담당하고 있는데 이로 인해 인텔사 계열의 CPU 업그레이드에 따른 업그레이드 부담을 줄였을 뿐만 아니라 크루소의 독자적인 성능 업그레이드가 가능하게 되었다. 그리고 롱런(LongRun) 독자적인 전력 절약 기술을 사용하여 모바일 CPU로서도 크게 손색이 없어 소형 노트북에 이 CPU가 사용되고 있다.
"크리덴셜, credential",,"정보 시스템의 특정 응용에서 사용하는 암호학적 개인 정보(personal information).&nbsp;&nbsp;신원을 검증하기 위해 사용하는 암호학적 정보인 패스워드, 공개 키 암호 알고리즘에서 사용하는 공개 키/개인 키 쌍, 공인 인증기관이 발행하는 공개 키 인증서(certificate), 신뢰하는 루트 인증기관(예, KISA 최상위 인증기관) 관련 정보, 인가 정보 등이 포함될 수 있다. 데스크톱 컴퓨터, 노트북 컴퓨터, 개인 휴대 정보 단말기(PDA), 휴대폰 등 특정 디바이스의 특정 응용에서 사용하던 크리덴셜을 다른 디바이스로 이동하려는 요구가 점점 증가하면서 미국 RSA사에서 제정한 사실 표준인 PKCS(Public-Key Cryptography Standard) 표준에 기초하여 IETF(internet task force engineering) 보안 영역의 SACRED(Securely Available CREDentials) 작업반에서 크리덴셜 이동성 지원 기술의 표준화를 진행하고 있다."
"크림 스키밍, cream skimming",,"통신 분야의 수요가 많은 지역에서의 영업 활동에 사용되는 용어. 서울, 부산 등과 같은 인구 밀집 지역으로 통신량이 많은 곳에서 서비스를 제공하는 통신 사업자의 대표적인 상품 판매 행위는 크림 스키밍이다. 원유 중에서 맛있는 크림(유지, 유피 등)만을 분리, 채집하는 데서 유래되었다. 수도권 지역은 다른 지역에 비해서 유동 인구가 많고 문화 시설 등이 집중되어 있으며, 특히 청소년층 선호도 1위인 이동 통신 수요가 가장 많은 곳이므로 통신 사업자의 고객 확보를 위한 각축장이 되고 있다."
"클라매스, Klamath",,"인텔사의 펜티엄 2 프로세서의 프로젝트 코드명 중 하나. 0.35마이크론 프로세서로 가장 초대의 펜티엄 2 프로세서이다. 클럭 주파수 동작 속도는 233~300MHz이고, 266/300MHz의 제품은 2세대 펜티엄 2 프로세서인 데슈트의 제품들도 있다. 클라메스는 펜티엄 프로의 프로세서에 멀티미디어 기능 확장(MMX) 명령을 추가한 것이다. 클라메스 프로세서부터 인텔사는 슬롯 1 인터페이스(slot 1 interface)를 제공하였으며, 512kB L2캐시를 코어에 독립적인 방식으로 탑재하게 되었다."
"클라우드 PC, Cloud PC",,"클라우드 컴퓨팅 환경을 구현하는 새로운 클라이언트 PC. 기존 서버 기반 컴퓨팅(SBC)의 기능과 안정성 따위를 확장한 것으로 내부에 OS, CPU, 응용 SW 들이 설치되지 않고 필요한 SW와 데이터는 인터넷을 이용하여 중앙 데이터 센터 서버에서 내려받아 사용한다. 불필요한 PC 자원 증가를 막아 운영 비용을 줄일 수 있으며 중앙에 모든 데이터가 저장되기 때문에 보안성과 관리성도 뛰어나다."
"클라우드 감사자, -監査者, Cloud Auditor",,클라우드 서비스 이용자에게 클라우드 시스템에 관한 정보를 제공하는 개인 또는 단체. 클라우드 서비스가 진화할수록 사용자 입장에서 보면 시스템이 복잡하고 관리하기가 어렵기 때문에 사용자가 원활하게 시스템을 이용할 수 있도록 시스템의 성능은 물론 보안 관리 상태 등을 점검하여 그 결과를 사용자에게 제공해 주는 개인이나 단체를 말한다.
"클라우드 기반 게임 스트리밍, -基盤-, Cloud Based Game Streaming, CBGS",,"게임 콘솔이나 고성능 PC에서 실행하던 컴퓨터 게임을 클라우드 컴퓨팅 기술로 모바일 단말기나 디지털 TV에서 실행하는 기술. 중앙 서버에서 모든 게임 프로그램 작업을 처리하여 인터넷으로 이용자 단말에 출력하는 방식으로, 음악이나 동영상 스트리밍 서비스와 비슷하다."
"클라우드 기반 하드웨어 보안 모듈, -基盤-保安-, cloud based Hardware Security Module, cloud HSM",동의어 : HSM as s Service(HaaS),"클라우드 시스템 내에서 제공되는 정보보안 서비스 모듈.클라우드 기반 하드웨어 보안 모듈(cloud HSM)은 클라우드 시스템을 사용하면서 필요한 각종 암호 키를 보관․관리하고 암호, 인증, 전자 서명 등에 필요한 암호 알고리즘을 수행한다.클라우드 시스템 내에서 사용되는 보안 관련 설정부터 암호 키 관리, 암호화 서비스 등 모든 보안 관련 사항을 서비스로 제공하기 때문에 서비스형 하드웨어 보안 모듈(HSM as a Service)이라고도 하며, 클라우드 사용자는 다른 클라우드 자원과 마찬가지로 사용료만 지불하고 HSM 기능을 사용할 수 있다.클라우드 시스템 내의 DB 데이터 암호화 작업 등에 사용하며, 필요한 경우에는 암호 키를 외부의 상용 HSM으로 내보낼 수도 있다.cloud HSM 서비스는 IBM의 ‘IBM cloud HSM’, 구글의 ‘Google cloud HSM’, 아마존의 ‘AWS cloud HSM’ 등 클라우드 서비스 업체에서 일반적으로 같이 제공한다.참고로 cloud HSM 제공자는 암호 키를 보관할 때 사용하는 장소와 방법에 따라 FIPS 140-2 Level 3 인증 HSM 보안 등급 규격을 준수해야 한다.* 참고FIPS(Federal Information Processing Standardization) 140: 암호 모듈에 대한 보안 요구사항을 규정하는 미국 연방 정보 처리 표준.FIPS 140-2에는 4가지 단계의 보안 수준이 있다.- Level 1: 가장 낮은 수준이며, 최소한의 조건만 충족하면 암호 모듈에 접근할 수 있음.- Level 2: 암호 모듈에 접근하지 못하도록 되어 있으며, 외부 침입자가 접근하였을 때는 암호 모듈에 흔적이 남도록 되어 있음.- Level 3: 외부 침입자가 물리적으로 접근하였을 경우 암호 모듈에 저장된 암호 키를 삭제하도록 되어 있음.- Level 4: 외부 침입과 외부 환경 변화를 감지하면 암호 모듈에 저장된 암호 키를 삭제하도록 되어 있음."
"클라우드 무선 접속망, -無線接續網, Cloud Radio Access Network, C-RAN, Cloud-RAN",,"기존 기지국의 디지털 장치(DU: Digital Unit)와 RF 장치를 분리하여 여러 기지국의 DU를 중앙에 모아서 처리하고, RF 장치는 서비스 지역에 분산시키는 무선 접속망. 기존의 기지국은 디지털 장치(DU)와 RF 장치를 한 곳에서 일체형으로 처리하였다. 이에 반하여 클라우드 무선 접속망(C-RAN)은 디지털 장치(DU)(또는 베이스밴드 장치(BBU: BaseBand Unit))와 RF 장치(또는 원격 무선 장비(RRH: Remote Radio Head)를 분리시키고, 이를 광케이블 또는 고속의 무선 전달 장치로 연결한 기지국 구조를 갖는다. 디지털 장치(DU)가 클라우드 데이터 센터 형태로 한 곳에 집중되어 있기 때문에 셀 간의 간섭 조정이 용이하고 협력 통신 등의 고품질 서비스가 가능하다. 또한 디지털 장치(DU)를 한곳에 모아 운용함으로써 망 운용에 있어 임대 비용과 전력 비용을 절감하고, 유지 보수가 용이한 장점을 가지게 된다. 유선 기반의 광케이블로 연결될 경우 데이터와 제어(컨트롤) 정보 교환을 위한 인터페이스 표준으로 CPRI(Common Public Radio Interface), ORI(Open Radio equipment Interface), OBSAI(Open Base Station Architecture Initiative)가 있다."
"클라우드 생태계, -生態系, Cloud Ecosystem",,여러 분야 업체들이 협력하여 클라우드 서비스를 제공하는 시스템. 클라우드 컴퓨팅 서비스 영역에서는 한 업체가 모든 요소를 갖추고 시장에서 경쟁력을 얻기는 어렵기 때문에 여러 서비스 분야 업체들이 힘을 모아 클라우드 서비스를 제공하는 방법이 클라우드 에코 시스템이다.
"클라우드 서비스 인증제, -認證制, Cloud Service Authentication System",,"클라우드 업체가 제공하는 서비스를 평가해 일정 수준 이상의 체계나 절차를 확보한 경우에 인증을 부여하는 제도.정부에서 2011년 5월에 클라우드 컴퓨팅 확산 및 경쟁력 강화 전략의 일환으로 마련하였으며, 인증 대상은 클라우드 서비스로, 기존의 단순한 웹 하드나 동영상 스트리밍 서비스는 인증 대상에서 제외된다. 심사 기준은 3대 분야(품질, 정보보호, 기반)과 7개 항목 (가용성, 확장성, 성능(속도), 데이터 관리, 보안, 서비스 지속성, 서비스 지원)으로 구성된다."
"클라우드 서비스 중개인, -仲介人, Cloud Service Brokerage, CSB",,"클라우드 서비스 소비자와 제공자 사이에서 클라우드 서비스의 부가가치 창출을 위해 소비자를 대신하여 일하는 중개인. 소비자와 제공자간 관계 조율 및 소비자의 요구에 맞춰 최적의 클라우드 서비스를 제안하고 다양한 클라우드 서비스의 활용, 성능 관리, 전달 등을 담당한다. 이의 서비스 제공 측면에서는 서비스 중개(intermediation), 서비스 통합(aggregation), 서비스 차익거래(arbitrage) 등 3가지 유형으로 분류한다."
"클라우드 소싱, Cloud Sourcing",,"클라우드 서비스를 이용한 아웃소싱 방법. 클라우드 컴퓨팅을 실용화하면서 할 수 있게 된 정보 기술(IT, information technology) 아웃소싱 전략의 하나로, 대규모 인프라를 가진 정보 기술 서비스 업체나 통신 사업자들이 서비스를 제공하고 있거나 준비하고 있다."
"클라우드 스토리지, Cloud Storage",,물리적으로 떨어져 있는 스토리지 장비를 논리적인 하나의 스토리지로 구성해 고객이 요구할 때마다 하드 디스크 공간을 용량별로 할당해 실시간으로 서비스를 제공하는 스토리지. 분산 파일 시스템 기술을 기반으로 하고 회선 및 스토리지의 이중화를 통해 콘텐츠의 안전 및 서비스의 연속성을 실현할 수 있다. DaaS(Data storage as a Service) 또는 서비스형 스토리지(STaaS: Storage as a Service)라고도 한다.
"클라우드 스트리밍, cloud streaming",,"높은 연산 능력이 필요한 그래픽 집약적인 소프트웨어를 클라우딩 컴퓨터 서버에서 구동하고 그 결과만 비디오 스트림 형태로 사용자 기기에 전송하는 기술. 주로 모바일 기기에서 고성능 멀티미디어를 실시간으로 재생하는데에 클라우드 스트리밍 기술이 이용된다. 클라우딩 컴퓨터 서버에서는 고성능 소프트웨어를 기반으로 멀티미디어의 빠른 연산 및 처리를 수행하고, 사용자 단말에서는 클라우딩 컴퓨터 서버에서 수행된 결과를 비디오 스트림의 형태로 실시간 전송받아서 재생만 하면 되는 장점이 있다. 이를 위해서 서버에서 구동되는 화면이 사용자 단말의 화면에서 재생되기까지의 지연 시간을 사용자가 느낄 수 없을 정도로 짧게 만드는 실시간성이 중요한 기술적 이슈이다."
"클라우드 워커, Cloud Worker",,클라우드 서비스를 활용해 시간과 장소에 구애받지 않고 업무를 보는 사람. 스마트 폰과 태블릿 PC 같은 모바일 기기가 인기를 끌면서 이들 디바이스를 이용한 다양한 서비스가 폭발적으로 생겨나고 있다. 클라우드 워커는 모바일 클라우드 서비스를 활용해 업무를 수행하는 사람이 증가하면서 생겨난 말이다.
"클라우드 인코딩, Cloud Encoding",,클라우드 서버에 저장되어 있는 동영상 콘텐츠를 스마트 폰이나 태블릿 PC 등 모바일 기기에서 재생할 수 있도록(MP4 파일) 자동 변환해주는 기술. 엔(N)스크린 시장이 확대되면서 각종 스마트 기기에서 동영상 전송과 시청이 급격히 늘어남에 따라 동영상 인코딩 기술이 필수적인 요소가 되고 있다.
"클라우드 접근 보안 중개 서비스, -接近保安仲介-, Cloud Access Security Broker, CASB",,"클라우드 서비스를 이용하는 사용자 단말기와 다수의 클라우드 서버 사이에서 클라우드 보안 기능을 제공하는 서비스.클라우드 서비스 이용자는 카스비(CASB)로 클라우드 서버에 저장된 데이터를 보호 받을 수 있고, 클라우드로 유입되는 악성 파일과 사이버 공격으로부터 보호 받을 수 있다. 클라우드 서비스 제공자는 CASB로 클라우드 데이터 접근을 통제하고 사용자의 내부 정보 유출을 막을 수 있다. 그밖에 클라우드 사용자의 비정상 행위를 탐지하고 분석, 공격행위 차단 등의 보안기능을 제공받는다.CASB는 2012년 가트너(Gartner)가 처음 소개하였다. 기업이 클라우드를 이용하면서 저장한 데이터에 대해 가시성(데이터의 흐름을 모니터링)을 확보하고, 사용자의 접근을 통제하여 기업의 자산을 보호하겠다는 목적으로 생겼다.CASB는 서비스 위치와 특징에 따라 에이전트(agent)형, 프라이빗(private)형, 퍼블릭(public)형, 에이피아이(API)형 등의 유형이 있다. 먼저 에이전트형은 클라우드 서비스 이용자의 단말기에 소프트웨어로 설치되어 클라우드 서비스에 대한 접근을 통제하고 데이터 암호화 기능을 수행한다. 프라이빗형은 클라우드 서비스 이용자 조직 내에 설치되어 보안 소켓 계층(SSL: Secure Sockets Layer) 처리 및 개인정보 유출방지 기능을 수행한다. 퍼블릭형은 클라우드 서비스 플랫폼 내부에 설치되어 클라우드 서비스 앱들에 대한 접근 통제 기능을 수행하는데, 클라우드 서비스 규모에 따라 과부하가 발생하지 않도록 설치해야 한다. 프라이빗형과 퍼블릭형은 어플라이언스(appliance) 형태로 개발한다. 마지막으로 API형은 클라우드 서비스를 위한 응용 서비스(애플리케이션, 앱)을 개발하는 개발업체에서 활용할 수 있는 방법으로 라이브러리(library) 형태로 애플리케이션이나 앱에 설치한다. 클라우드 서버에서 특정 응용 서비스가 실행될 때 사용자 행위와 데이터 기록에 대한 가시성을 확보할 수 있지만 실시간으로 제공할 수 없는 단점이 있다."
"클라우드 커뮤니케이션 센터, Cloud Communication Center, CCC",,"클라우드 컴퓨팅 개념을 접목한 친환경 통신 센터. 기지국에 모든 장비를 갖추는 방식이 아니라 클라우드 커뮤니케이션 센터(CCC)에 전파 관련 장비를 제외한 모든 장비를 설치, 이를 네트워크로 연결하고 기지국은 송수신과 관련된 최소 설비만 갖추는 개념이다. 기지국 구축에 따른 비용을 아낄 수 있고, 전력 소비도 크게 절감할 수 있다."
"클라우드 컴퓨팅, cloud computing",,"인터넷 기술을 활용하여 가상화된 정보 기술(IT) 자원을 서비스로 제공하는 컴퓨팅. 사용자는 IT 자원(소프트웨어, 스토리지, 서버, 네트워크 등)을 필요한 만큼 빌려서 사용하고, 서비스 부하에 따라서 실시간 확장성을 지원받으며, 사용한 만큼 비용을 지불하는 컴퓨팅을 말한다."
"클라우드 컴퓨팅 네트워크, Cloud Computing Network, CCN",,"클라우드 컴퓨팅을 네트워크로 연결한 차세대 콘텐츠 전송망(CDN). 클라우드 컴퓨팅 네트워크(CCN)는 클라우드 컴퓨팅 기술을 네트워크로 연결하여 고속의 데이터를 저렴한 가격으로 서비스할 수 있어, 대용량 파일의 고속 내려받기 서비스, 인터넷 강의 및 스포츠 중계 주문형 비디오(VOD) 서비스, 가상 스토리지 기술을 활용한 가상 IDC 서비스 등 다양한 분야에 활용된다."
"클라이스트론, klystron",,"전자 빔 신호에 따라 속도 변조를 가하면 전자의 주행과 함께 밀도 변조가 되고 이것을 전극에서 끌어내면 전력 증폭이 되는데, 이러한 특성을 이용한 극초단파 전자관. 반사형 클라이스트론(입출력 공통이며 발진용), 복공동형, 다공동형 등이 있다."
"클라이언트, client",,"①객체 중심 프로그래밍에서, 관련이 없는 다른 클래스의 서비스를 이용하는 어떤 클래스(또는 그룹)의 멤버. ②컴퓨터 처리에서 다른 프로그램이 제공하는 서비스를 요구하는 프로세스(프로그램 또는 태스크라고 할 수도 있다). 다른 프로그램에 내장된 소트 루틴(sort routine)을 요구하는 문서 처리기이다. 클라이언트 프로세스는 요구한 서비스를 사용하면서 서비스를 제공하는 상대편 프로그램이나 서비스 자체에 대한 동작을 상세히 알 필요는 없다. ③구내 정보 통신망(LAN)상에서 다른 컴퓨터(서버)가 제공하는 망 공유 자원에 접속하는 컴퓨터."
"클라이언트 가상화, -假想化, Client Virtualization",,"개인이 직접 사용하거나 관리하고 있는 단말 장비의 가상화. 개인용 컴퓨터(PC), 노트북 컴퓨터, 개인 휴대 정보 단말기(PDA)와 같은 다양한 단말기는 물론 인쇄기나 서버 등 사용자가 직접 관리하는 하드웨어도 가상화의 대상에 포함된다. 클라이언트 가상화의 대표적 구축 사례인 PC 가상화는 기존에 사용하던 PC 대신 신 클라이언트라는 새 단말기를 도입해 직원들의 업무 환경을 대대적으로 전환하는 방법이다."
"클라이언트/서버, Client/Server, C/S",,"일반적으로 상하 또는 주종 관계로 표현되는 서비스를 공급하는 제공자(서버)와 서비스를 제공받는 고객(클라이언트)의 관계. 호스트 컴퓨터에서 생성된 서비스를 터미널에서 받아 보는 컴퓨터 초기 단계가 발전하여 하나의 컴퓨터가 생성한 서비스를 기업내 LAN에 연결된 여러 컴퓨터가 받아 보는 공급자와 이용자 주종 관계의 분산시스템 환경이 탄생하였으며, 인터넷의 발달로 현재는 거의 대부분의 서비스가 서비스를 요구하는 클라이언트(C)와 서비스를 제공하는 서버(S)의 C/S 구조에 근거를 두게 되었다. 또한, 웹이나 메일, FTP 서비스 처럼 클라이언트와 서버 시스템이 분리되는 것이 일반적이나 서비스의 발전에 따라 클라이언트가 곧 서버가 되는 P2P도 등장하였다. 한편, 대부분의 컴퓨터는 네트워크의 연결 없이도 동일 컴퓨터 내에서 C/S 구조를 동작시키도록 웹서버나 메일서버, FTP 서버 등 기능이 기본적으로 제공되고 있다. 서비스가 확대됨에 따라 서버의 종류가 다양화되고, 기능은 분산화되거나 모듈화되며, 클라이언트의 기능은 점점 지능화되는 것이 추세이다. "
"클라이언트/서버 구조, -構造, client/server architecture",,"이용자/요구자 체계. 구내 정보 통신망(LAN) 등 망상에서 하나의 프로세스를 클라이언트와 서버에 나누는 분산 프로세스 방식이다. 클라이언트 쪽에서 요구하면 서버에서 그것에 대해 프로세스하여 응답한다. 프로세스를 의뢰하는 장치나 컴퓨터 또는 프로그램을 클라이언트라고 하며, 의뢰받은 프로세스를 실행, 응답하는 쪽을 서버라고 한다. 개방형 시스템을 위한 이 방식의 망 소프트웨어로는 X 윈도 시스템, NCS 등이 있다."
"클라이언트/서버 모델, client/server model",,"새로운 컴퓨터 환경으로 서로 다른 컴퓨터망을 통해 상호 접속하여 그것들을 협조/연계시켜 응용 실행하는 분산 컴퓨터 방식을 구성하는 구상. 서비스를 요구하는 이용자(client)와 서비스를 제공하는 제공자(server)의 응용 프로그램 한 쌍을 기초하여, 양 프로그램(프로세스) 간의 통신에 의해 응용을 실현시키는 것이다. 클라이언트/서버 모델을 구축하는 기술로서 원격 절차 호출(RPC)이나 관계 데이터베이스 언어, 구조화 조회 언어(SQL) 등이 알려져 있다."
"클라이언트 인증서 인증, -認證書認證, client certificate authentication",,"서버가 클라이언트의 인증서를 인증하는 방법. 일반적으로 클라이언트가 서버의 인증서를 인증하지만, 서버도 클라이언트 인증서를 인증함으로써 서버와 클라이언트가 상호 인증하는 방법에 속한다. 클라이언트 인증서 인증에서는 웹 서버가 클라이언트의 X.509 인증서를 사용하여 인증하되, 서버에 보안 소켓 계층(SSL: Secure Sockets Layer)과 공개 키 인증서가 있어야 한다. SSL은 인터넷에서 데이터 암호, 서버 인증, 메시지 무결성, 클라이언트 인증을 수행한다."
"클라이언트 접속 허가, -接續許可, Client Access License, CAL",,"최종 사용자가 특정 서버에 접속하기 위해 필요한 허가. 인증, 파일, 인쇄 및 저장을 목적으로 서버에 접속하는 사용자는 CAL을 구매해야 하는 제도이다. CAL의 방식은 여러 가지로 사용자의 수요에 따라 정할 수 있다. CAL을 불충분하게 구매하면 설치된 CAL 숫자보다 많은 컴퓨터는 서버에 접속할 수 없게 된다."
"클라이언트 컴퓨팅, client computing",,"클라이언트 개인용 컴퓨터(PC)의 유휴 성능을 활용하기 위한 방안. 종류로는 기존의 클라이언트/서버 구조에서 쉬고 있는 클라이언트 PC를 이용하여 가상의 슈퍼컴퓨팅 파워를 구현하는 방식, 서버 없이 P2P(Peer to Peer)로 연결된 순수 클라이언트들로 구현하는 방식, 그리고 이 2가지의 혼합(hybrid) 방식이 있다. 인터넷상의 주요 응용으로는 FTP 서비스, e-메일 서비스, 웹서비스 등은 이미 오래 전에 일반화되었고, P2P 서비스의 일반화와 함께 인스턴트 메시지, 커뮤니티 협업 등의 새로운 서비스가 속속 개발되고 있다."
"클락 윌슨 모델, Clark-Wilson Model",,"주체/프로그램/객체의 세 부분 관계를 사용한 무결성 보호 모델. 주체는 객체에 직접 접근하지 않고 객체가 프로그램을 통하여 접근하게 하는 것으로, 각 프로그램은 객체에 대하여 특정한 제한을 가지며 주체의 능력을 제한한다. 따라서 프로그램이 올바르게 작성됨으로써 객체의 무결성을 보호하는 수단을 제공한다. 또한 중대한 기능을 둘 이상의 부분으로 분리하여 서로 다른 주체가 각 부분을 완수하게 하는 것으로, 이것은 권한있는 주체가 객체에 대한 무허가 수정을 방지하여 객체의 무결성을 보호한다. 그리고 감사를 통해 객체에 대한 변경과 접근, 시스템 외부로부터의 입력을 추적한다."
"클랍, Character Large Object, CLOB",,"데이터베이스에 저장된 문서와 같은 하나의 커다란 문자 파일. 최고 2기가바이트의 가변 길이의 비트열로서, 단일 바이트 문자로 저장되는 문서용 파일로 사용된다. 2바이트 문자로 저장되는 클랍을 DBCLOB(Double-Byte CLOB)이라 하고 그래픽용 파일로 사용된다.  ☞랍."
"클래드, clad",,광섬유를 구성하는 바깥 부분. 코어처럼 석영계 유리 성분으로 만든다. 코어에 입사된 빛 에너지를 광섬유 밖으로 나가지 못하도록 코어의 굴절률보다 다소 굴절률이 낮게 제조된다. 단일 모드와 다중 모드 모두 직경이 125㎛로 제조된다.
"클래딩, cladding",,광도파로나 광섬유에서 코어를 둘러싸고 있는 굴절률이 낮은 영역.
"클래딩 광선, -光線, cladding ray",,광도파로에서 클래딩 바깥 면의 반사로 인해 코어와 클래딩에 구속된 광선. 모드 광학에서의 클래딩 모드에 해당된다.
"클래딩 모드, cladding mode",,클래딩을 둘러싸고 있는 비구속 모드 클래딩보다 굴절률이 낮은 매질에 의해 구속되어 있는 모드. 기하 광학에서의 클래딩 광선에 해당된다.
"클래딩 모드 제거기, -除去器, cladding mode stripper",,클래딩 모드가 복사 모드로 바뀌도록 하는 장치. 클래딩 모드는 결과적으로 광섬유로부터 제거된다. 주로 클래딩의 굴절률과 같거나 큰 굴절률을 갖는 물질이 사용된다.
"클래딩 중심, -中心, cladding center",,허용 영역에서의 균일 클래딩의 외부 표면을 둘러싸는 원의 중심.
"클래딩 직경, -直徑, cladding diameter",,광섬유 축을 지나 균일 클래딩의 원주상의 두 점을 연결하는 가장 긴 현의 길이.
"클래스, class",,"①객체 지향 프로그래밍(OOP)에서 객체 내부의 데이터 구조와 그 조작을 정리하여 정의한 것. 동일한 속성, 오퍼레이션, 관계 등을 갖고 있는 객체들의 집합을 나타낸 것이다. ②통신에서 회선을 데이터 전송 능력이나 주파수 대역에 따라 분류한 것."
"클래스 라이브러리, class library",,"프로그램 제작에 사용되는 프레임 워크 성격의 클래스(class) 및 각종 유틸(utility) 성격의 클래스들의 집합체. 기존 라이브러리는 함수(function)의 집합체로 빈번하게 사용되는 알고리듬 성격의 코드들을 가지고 있었던 반면에 클래스 라이브러리는 추상화된 프로그래밍 패턴, 인터페이스, 프레임 워크 수준까지 제공하고 있는 고수준의 라이브러리이다. 대표적인 예로 자바 2(Java 2)의 JFC(Java Foundation Class), 비주얼 C++ 의 MFC(Microsoft Foundation Class) 라이브러리 등이 있다. "
"클램셸 PDA, clamshell Personal Digital Assistant",,"PDA의 구조와 외부 형태에 따른 분류로 조개와 같이 덮개로 되어 있는 PDA. 6인치(15.24cm) 정도의 상대적으로 큰 스크린을 통한 콘텐츠 제작, 워드 프로세서, 스프레드시트, 프레젠테이션 등과 같은 오피스 애플리케이션이 포함되며, 보험, 판매 자동화, 의료 부문에서 주로 사용한다."
"클램퍼, clamper",,"입력 신호 파형의 한 부위를 어느 일정한 레벨로 고정시키는 회로. 거의 주기적인 파형의 최댓값, 또는 정시점(定時點)의 값을 일정 전압으로 만드는 회로로 적절한 직류 성분이 삽입되는 셈이다."
"클램핑 회로, -回路, clamping circuit",,"반복 파형의 한 부위를 어느 일정한 레벨로 고정시키는 회로. 스위칭할 때의 전압 변화 등을 어느 범위로 제한하기 위해 인가한다. 그림 1은 다이오드를 이용하여 출력의 고 레벨을 VE(VCC＞VE)로 고정하는 클램프 회로이며, 그림 2와 같이 트랜지스터가 오프(off)할 때의 고속화와 출력 레벨 변동을 경감할 수 있다."
"클러스터 헤드, Cluster Head, CH",,클러스터 구조의 네트워크에서 데이터를 모아서 싱크 노드에 전달하는 역할을 하는 노드. 다른 노드보다 에너지 소모가 높기 때문에 네트워크 수명을 연장하고 침입자에게서 네트워크를 보호하려면 클러스터 헤드를 자주 바꾸어야 한다.
"클러터, clutter",,"레이더에서 지면, 해면, 빗방울 등으로부터 발생되는 불필요한 반사파에 의해 나타나는 에코(반향) 등의 반사 장애. 해면 클러터는 파도의 높이, 풍향, 안테나의 높이에 영향을 받고, 빗방울 클러터는 강우, 강설, 안개 등의 영향을 받아 스크린 상에 나타나는 잡음 현상이다. 일반 레이더에서는 빗방울등 기상 표적을 클러터로 보지만 기상 레이더에서는 지면, 항공기 등을 클러터로 처리한다."
"클레이메이션, claymation",,"클레이(clay)와 애니메이션(animation)이 합성된 용어로 움직이지 않는 점토덩어리를 움직임을 갖게 하는 애니메이션. 인형, 나무, 과일 등 클레이 동작의 자유로움, 캐릭터의 다양한 표정과 색채를 구사할 수 있는 독특한 애니메이션으로, 특히 영화적 리얼리즘과 애니메이션이 합쳐진 영상이다. 찰흙처럼 보이는 플라스티신(Plasticine)이라는 소재로 만든 인형을 사용하며, 재료는 플라스티신 외에도 말랑말랑한 폼(Foam) 라텍스, 실리콘, 레진 등이 쓰인다."
"클로버형 안테나, -形-, cloverleaf antenna",,"수평인 4개의 방사 소자를 반파장 거리만 떨어지게 하고 몇 개를 수직으로 쌓아 올린 구조의 무지향성 초단파(VHF) 송신 안테나. 수평면에서는 극히 균일한 지향성을 가지지만 상하에는 지향성이 좋지 않아 여러 개를 상하에 겹쳐서 지향성을 개선하고 있다. 각 수평 소자는 네잎 클로버와 비슷한 4개의 루프 안테나(도선을 정사각형, 직사각형, 삼각형 및 원형 등으로 감은 형의 지향성 안테나)이며, 이들은 수평 방향으로 최대 방사를 하도록 여진( excitation)된다."
